File 1,File 2,Similarity Score
submission156.py,submission91.py,0.59
submission156.py,submission92.py,0.677
submission156.py,submission93.py,0.677
submission156.py,submission94.py,0.556
submission156.py,submission95.py,0.504
submission156.py,submission96.py,0.655
submission156.py,submission97.py,0.0
submission156.py,submission98.py,0.64
submission156.py,submission99.py,0.726
submission157.py,submission158.py,0.669
submission157.py,submission159.py,0.662
submission157.py,submission16.py,0.65
submission157.py,submission160.py,0.518
submission157.py,submission161.py,0.681
submission157.py,submission162.py,0.755
submission157.py,submission163.py,0.748
submission157.py,submission164.py,0.749
submission157.py,submission165.py,0.748
submission157.py,submission166.py,0.707
submission157.py,submission167.py,0.705
submission157.py,submission168.py,0.703
submission157.py,submission169.py,0.703
submission157.py,submission17.py,0.67
submission157.py,submission170.py,0.704
submission157.py,submission171.py,0.707
submission157.py,submission172.py,0.802
submission157.py,submission173.py,0.711
submission157.py,submission174.py,0.705
submission157.py,submission18.py,0.654
submission157.py,submission19.py,0.673
submission157.py,submission2.py,0.319
submission157.py,submission20.py,0.668
submission157.py,submission21.py,0.675
submission157.py,submission22.py,0.684
submission157.py,submission23.py,0.654
submission157.py,submission24.py,0.678
submission157.py,submission25.py,0.708
submission157.py,submission26.py,0.634
submission157.py,submission27.py,0.643
submission157.py,submission28.py,0.665
submission157.py,submission29.py,0.664
submission157.py,submission3.py,0.319
submission157.py,submission30.py,0.671
submission157.py,submission31.py,0.606
submission157.py,submission32.py,0.606
submission157.py,submission33.py,0.637
submission157.py,submission34.py,0.624
submission157.py,submission35.py,0.635
submission157.py,submission36.py,0.595
submission157.py,submission37.py,0.636
submission157.py,submission38.py,0.58
submission157.py,submission39.py,0.635
submission157.py,submission4.py,0.315
submission157.py,submission40.py,0.549
submission157.py,submission41.py,0.579
submission157.py,submission42.py,0.568
submission157.py,submission43.py,0.519
submission157.py,submission44.py,0.561
submission157.py,submission45.py,0.648
submission157.py,submission46.py,0.678
submission157.py,submission47.py,0.678
submission157.py,submission48.py,0.673
submission157.py,submission49.py,0.67
submission157.py,submission5.py,0.319
submission157.py,submission50.py,0.616
submission157.py,submission51.py,0.644
submission157.py,submission52.py,0.646
submission157.py,submission53.py,0.741
submission157.py,submission54.py,0.666
submission157.py,submission55.py,0.643
submission157.py,submission56.py,0.65
submission157.py,submission57.py,0.718
submission157.py,submission58.py,0.65
submission157.py,submission59.py,0.693
submission157.py,submission6.py,0.443
submission157.py,submission60.py,0.662
submission157.py,submission61.py,0.646
submission157.py,submission62.py,0.658
submission157.py,submission63.py,0.648
submission157.py,submission64.py,0.701
submission157.py,submission65.py,0.668
submission157.py,submission66.py,0.677
submission157.py,submission67.py,0.746
submission157.py,submission68.py,0.759
submission157.py,submission69.py,0.704
submission157.py,submission7.py,0.431
submission157.py,submission70.py,0.616
submission157.py,submission71.py,0.765
submission157.py,submission72.py,0.651
submission157.py,submission73.py,0.732
submission157.py,submission74.py,0.761
submission157.py,submission75.py,0.662
submission157.py,submission76.py,0.668
submission157.py,submission77.py,0.758
submission157.py,submission78.py,0.749
submission157.py,submission79.py,0.653
submission157.py,submission8.py,0.499
submission157.py,submission80.py,0.675
submission157.py,submission81.py,0.753
submission157.py,submission82.py,0.504
submission157.py,submission83.py,0.515
submission157.py,submission84.py,0.499
submission157.py,submission85.py,0.504
submission157.py,submission86.py,0.494
submission157.py,submission87.py,0.541
submission157.py,submission88.py,0.422
submission157.py,submission89.py,0.599
submission157.py,submission9.py,0.502
submission157.py,submission90.py,0.557
submission157.py,submission91.py,0.594
submission157.py,submission92.py,0.723
submission157.py,submission93.py,0.724
submission157.py,submission94.py,0.593
submission157.py,submission95.py,0.551
submission157.py,submission96.py,0.621
submission157.py,submission97.py,0.0
submission157.py,submission98.py,0.607
submission157.py,submission99.py,0.664
submission158.py,submission159.py,0.766
submission158.py,submission16.py,0.737
submission158.py,submission160.py,0.593
submission158.py,submission161.py,0.627
submission158.py,submission162.py,0.715
submission158.py,submission163.py,0.714
submission158.py,submission164.py,0.709
submission158.py,submission165.py,0.708
submission158.py,submission166.py,0.669
submission158.py,submission167.py,0.671
submission158.py,submission168.py,0.67
submission158.py,submission169.py,0.684
submission158.py,submission17.py,0.756
submission158.py,submission170.py,0.67
submission158.py,submission171.py,0.672
submission158.py,submission172.py,0.672
submission158.py,submission173.py,0.671
submission158.py,submission174.py,0.671
submission158.py,submission18.py,0.731
submission158.py,submission19.py,0.753
submission158.py,submission2.py,0.358
submission158.py,submission20.py,0.745
submission158.py,submission21.py,0.752
submission158.py,submission22.py,0.759
submission158.py,submission23.py,0.724
submission158.py,submission24.py,0.7
submission158.py,submission25.py,0.73
submission158.py,submission26.py,0.737
submission158.py,submission27.py,0.748
submission158.py,submission28.py,0.768
submission158.py,submission29.py,0.767
submission158.py,submission3.py,0.358
submission158.py,submission30.py,0.736
submission158.py,submission31.py,0.664
submission158.py,submission32.py,0.664
submission158.py,submission33.py,0.697
submission158.py,submission34.py,0.69
submission158.py,submission35.py,0.696
submission158.py,submission36.py,0.657
submission158.py,submission37.py,0.697
submission158.py,submission38.py,0.644
submission158.py,submission39.py,0.696
submission158.py,submission4.py,0.359
submission158.py,submission40.py,0.546
submission158.py,submission41.py,0.585
submission158.py,submission42.py,0.565
submission158.py,submission43.py,0.527
submission158.py,submission44.py,0.559
submission158.py,submission45.py,0.724
submission158.py,submission46.py,0.757
submission158.py,submission47.py,0.758
submission158.py,submission48.py,0.741
submission158.py,submission49.py,0.744
submission158.py,submission5.py,0.364
submission158.py,submission50.py,0.701
submission158.py,submission51.py,0.731
submission158.py,submission52.py,0.737
submission158.py,submission53.py,0.712
submission158.py,submission54.py,0.757
submission158.py,submission55.py,0.726
submission158.py,submission56.py,0.736
submission158.py,submission57.py,0.692
submission158.py,submission58.py,0.735
submission158.py,submission59.py,0.788
submission158.py,submission6.py,0.509
submission158.py,submission60.py,0.745
submission158.py,submission61.py,0.745
submission158.py,submission62.py,0.758
submission158.py,submission63.py,0.747
submission158.py,submission64.py,0.74
submission158.py,submission65.py,0.77
submission158.py,submission66.py,0.781
submission158.py,submission67.py,0.675
submission158.py,submission68.py,0.688
submission158.py,submission69.py,0.624
submission158.py,submission7.py,0.495
submission158.py,submission70.py,0.626
submission158.py,submission71.py,0.71
submission158.py,submission72.py,0.664
submission158.py,submission73.py,0.661
submission158.py,submission74.py,0.694
submission158.py,submission75.py,0.675
submission158.py,submission76.py,0.701
submission158.py,submission77.py,0.701
submission158.py,submission78.py,0.68
submission158.py,submission79.py,0.682
submission158.py,submission8.py,0.578
submission158.py,submission80.py,0.725
submission158.py,submission81.py,0.704
submission158.py,submission82.py,0.573
submission158.py,submission83.py,0.588
submission158.py,submission84.py,0.57
submission158.py,submission85.py,0.573
submission158.py,submission86.py,0.574
submission158.py,submission87.py,0.619
submission158.py,submission88.py,0.484
submission158.py,submission89.py,0.615
submission158.py,submission9.py,0.581
submission158.py,submission90.py,0.556
submission158.py,submission91.py,0.619
submission158.py,submission92.py,0.714
submission158.py,submission93.py,0.716
submission158.py,submission94.py,0.573
submission158.py,submission95.py,0.518
submission158.py,submission96.py,0.682
submission158.py,submission97.py,0.0
submission158.py,submission98.py,0.675
submission158.py,submission99.py,0.764
submission159.py,submission16.py,0.725
submission159.py,submission160.py,0.613
submission159.py,submission161.py,0.624
submission159.py,submission162.py,0.699
submission159.py,submission163.py,0.692
submission159.py,submission164.py,0.693
submission159.py,submission165.py,0.692
submission159.py,submission166.py,0.661
submission159.py,submission167.py,0.662
submission159.py,submission168.py,0.662
submission159.py,submission169.py,0.662
submission159.py,submission17.py,0.734
submission159.py,submission170.py,0.662
submission159.py,submission171.py,0.665
submission159.py,submission172.py,0.664
submission159.py,submission173.py,0.663
submission159.py,submission174.py,0.665
submission159.py,submission18.py,0.709
submission159.py,submission19.py,0.728
submission159.py,submission2.py,0.327
submission159.py,submission20.py,0.727
submission159.py,submission21.py,0.733
submission159.py,submission22.py,0.738
submission159.py,submission23.py,0.709
submission159.py,submission24.py,0.703
submission159.py,submission25.py,0.732
submission159.py,submission26.py,0.732
submission159.py,submission27.py,0.743
submission159.py,submission28.py,0.763
submission159.py,submission29.py,0.762
submission159.py,submission3.py,0.327
submission159.py,submission30.py,0.736
submission159.py,submission31.py,0.651
submission159.py,submission32.py,0.651
submission159.py,submission33.py,0.702
submission159.py,submission34.py,0.728
submission159.py,submission35.py,0.698
submission159.py,submission36.py,0.653
submission159.py,submission37.py,0.699
submission159.py,submission38.py,0.653
submission159.py,submission39.py,0.698
submission159.py,submission4.py,0.366
submission159.py,submission40.py,0.547
submission159.py,submission41.py,0.584
submission159.py,submission42.py,0.567
submission159.py,submission43.py,0.533
submission159.py,submission44.py,0.56
submission159.py,submission45.py,0.709
submission159.py,submission46.py,0.739
submission159.py,submission47.py,0.749
submission159.py,submission48.py,0.72
submission159.py,submission49.py,0.734
submission159.py,submission5.py,0.327
submission159.py,submission50.py,0.726
submission159.py,submission51.py,0.741
submission159.py,submission52.py,0.746
submission159.py,submission53.py,0.717
submission159.py,submission54.py,0.777
submission159.py,submission55.py,0.734
submission159.py,submission56.py,0.75
submission159.py,submission57.py,0.696
submission159.py,submission58.py,0.743
submission159.py,submission59.py,0.782
submission159.py,submission6.py,0.522
submission159.py,submission60.py,0.76
submission159.py,submission61.py,0.759
submission159.py,submission62.py,0.763
submission159.py,submission63.py,0.764
submission159.py,submission64.py,0.757
submission159.py,submission65.py,0.77
submission159.py,submission66.py,0.78
submission159.py,submission67.py,0.683
submission159.py,submission68.py,0.695
submission159.py,submission69.py,0.61
submission159.py,submission7.py,0.507
submission159.py,submission70.py,0.605
submission159.py,submission71.py,0.701
submission159.py,submission72.py,0.64
submission159.py,submission73.py,0.663
submission159.py,submission74.py,0.696
submission159.py,submission75.py,0.662
submission159.py,submission76.py,0.67
submission159.py,submission77.py,0.699
submission159.py,submission78.py,0.683
submission159.py,submission79.py,0.672
submission159.py,submission8.py,0.599
submission159.py,submission80.py,0.699
submission159.py,submission81.py,0.685
submission159.py,submission82.py,0.579
submission159.py,submission83.py,0.61
submission159.py,submission84.py,0.6
submission159.py,submission85.py,0.596
submission159.py,submission86.py,0.636
submission159.py,submission87.py,0.641
submission159.py,submission88.py,0.508
submission159.py,submission89.py,0.633
submission159.py,submission9.py,0.602
submission159.py,submission90.py,0.575
submission159.py,submission91.py,0.652
submission159.py,submission92.py,0.686
submission159.py,submission93.py,0.687
submission159.py,submission94.py,0.614
submission159.py,submission95.py,0.566
submission159.py,submission96.py,0.7
submission159.py,submission97.py,0.0
submission159.py,submission98.py,0.723
submission159.py,submission99.py,0.763
submission16.py,submission160.py,0.577
submission16.py,submission161.py,0.611
submission16.py,submission162.py,0.705
submission16.py,submission163.py,0.694
submission16.py,submission164.py,0.693
submission16.py,submission165.py,0.692
submission16.py,submission166.py,0.653
submission16.py,submission167.py,0.648
submission16.py,submission168.py,0.651
submission16.py,submission169.py,0.648
submission16.py,submission17.py,0.81
submission16.py,submission170.py,0.655
submission16.py,submission171.py,0.652
submission16.py,submission172.py,0.65
submission16.py,submission173.py,0.649
submission16.py,submission174.py,0.652
submission16.py,submission18.py,0.922
submission16.py,submission19.py,0.842
submission16.py,submission2.py,0.409
submission16.py,submission20.py,0.885
submission16.py,submission21.py,0.815
submission16.py,submission22.py,0.874
submission16.py,submission23.py,0.798
submission16.py,submission24.py,0.718
submission16.py,submission25.py,0.749
submission16.py,submission26.py,0.706
submission16.py,submission27.py,0.713
submission16.py,submission28.py,0.739
submission16.py,submission29.py,0.738
submission16.py,submission3.py,0.434
submission16.py,submission30.py,0.858
submission16.py,submission31.py,0.865
submission16.py,submission32.py,0.865
submission16.py,submission33.py,0.708
submission16.py,submission34.py,0.817
submission16.py,submission35.py,0.799
submission16.py,submission36.py,0.795
submission16.py,submission37.py,0.776
submission16.py,submission38.py,0.651
submission16.py,submission39.py,0.755
submission16.py,submission4.py,0.458
submission16.py,submission40.py,0.562
submission16.py,submission41.py,0.596
submission16.py,submission42.py,0.582
submission16.py,submission43.py,0.551
submission16.py,submission44.py,0.586
submission16.py,submission45.py,0.739
submission16.py,submission46.py,0.768
submission16.py,submission47.py,0.798
submission16.py,submission48.py,0.758
submission16.py,submission49.py,0.779
submission16.py,submission5.py,0.422
submission16.py,submission50.py,0.669
submission16.py,submission51.py,0.717
submission16.py,submission52.py,0.705
submission16.py,submission53.py,0.678
submission16.py,submission54.py,0.726
submission16.py,submission55.py,0.706
submission16.py,submission56.py,0.715
submission16.py,submission57.py,0.666
submission16.py,submission58.py,0.717
submission16.py,submission59.py,0.775
submission16.py,submission6.py,0.56
submission16.py,submission60.py,0.729
submission16.py,submission61.py,0.71
submission16.py,submission62.py,0.724
submission16.py,submission63.py,0.711
submission16.py,submission64.py,0.7
submission16.py,submission65.py,0.736
submission16.py,submission66.py,0.745
submission16.py,submission67.py,0.663
submission16.py,submission68.py,0.671
submission16.py,submission69.py,0.638
submission16.py,submission7.py,0.476
submission16.py,submission70.py,0.641
submission16.py,submission71.py,0.677
submission16.py,submission72.py,0.67
submission16.py,submission73.py,0.645
submission16.py,submission74.py,0.673
submission16.py,submission75.py,0.681
submission16.py,submission76.py,0.69
submission16.py,submission77.py,0.684
submission16.py,submission78.py,0.662
submission16.py,submission79.py,0.686
submission16.py,submission8.py,0.688
submission16.py,submission80.py,0.712
submission16.py,submission81.py,0.655
submission16.py,submission82.py,0.62
submission16.py,submission83.py,0.62
submission16.py,submission84.py,0.566
submission16.py,submission85.py,0.621
submission16.py,submission86.py,0.55
submission16.py,submission87.py,0.611
submission16.py,submission88.py,0.559
submission16.py,submission89.py,0.629
submission16.py,submission9.py,0.625
submission16.py,submission90.py,0.575
submission16.py,submission91.py,0.624
submission16.py,submission92.py,0.704
submission16.py,submission93.py,0.703
submission16.py,submission94.py,0.564
submission16.py,submission95.py,0.512
submission16.py,submission96.py,0.655
submission16.py,submission97.py,0.0
submission16.py,submission98.py,0.673
submission16.py,submission99.py,0.745
submission160.py,submission161.py,0.488
submission160.py,submission162.py,0.553
submission160.py,submission163.py,0.548
submission160.py,submission164.py,0.546
submission160.py,submission165.py,0.545
submission160.py,submission166.py,0.519
submission160.py,submission167.py,0.521
submission160.py,submission168.py,0.518
submission160.py,submission169.py,0.521
submission160.py,submission17.py,0.675
submission160.py,submission170.py,0.52
submission160.py,submission171.py,0.52
submission160.py,submission172.py,0.522
submission160.py,submission173.py,0.521
submission160.py,submission174.py,0.521
submission160.py,submission18.py,0.567
submission160.py,submission19.py,0.58
submission160.py,submission2.py,0.304
submission160.py,submission20.py,0.577
submission160.py,submission21.py,0.583
submission160.py,submission22.py,0.583
submission160.py,submission23.py,0.556
submission160.py,submission24.py,0.56
submission160.py,submission25.py,0.587
submission160.py,submission26.py,0.56
submission160.py,submission27.py,0.568
submission160.py,submission28.py,0.587
submission160.py,submission29.py,0.586
submission160.py,submission3.py,0.279
submission160.py,submission30.py,0.603
submission160.py,submission31.py,0.548
submission160.py,submission32.py,0.548
submission160.py,submission33.py,0.563
submission160.py,submission34.py,0.58
submission160.py,submission35.py,0.6
submission160.py,submission36.py,0.583
submission160.py,submission37.py,0.6
submission160.py,submission38.py,0.548
submission160.py,submission39.py,0.6
submission160.py,submission4.py,0.316
submission160.py,submission40.py,0.435
submission160.py,submission41.py,0.463
submission160.py,submission42.py,0.45
submission160.py,submission43.py,0.437
submission160.py,submission44.py,0.444
submission160.py,submission45.py,0.57
submission160.py,submission46.py,0.601
submission160.py,submission47.py,0.599
submission160.py,submission48.py,0.576
submission160.py,submission49.py,0.59
submission160.py,submission5.py,0.279
submission160.py,submission50.py,0.567
submission160.py,submission51.py,0.599
submission160.py,submission52.py,0.585
submission160.py,submission53.py,0.561
submission160.py,submission54.py,0.607
submission160.py,submission55.py,0.585
submission160.py,submission56.py,0.593
submission160.py,submission57.py,0.55
submission160.py,submission58.py,0.592
submission160.py,submission59.py,0.613
submission160.py,submission6.py,0.474
submission160.py,submission60.py,0.601
submission160.py,submission61.py,0.588
submission160.py,submission62.py,0.594
submission160.py,submission63.py,0.592
submission160.py,submission64.py,0.583
submission160.py,submission65.py,0.594
submission160.py,submission66.py,0.602
submission160.py,submission67.py,0.525
submission160.py,submission68.py,0.534
submission160.py,submission69.py,0.486
submission160.py,submission7.py,0.716
submission160.py,submission70.py,0.479
submission160.py,submission71.py,0.538
submission160.py,submission72.py,0.509
submission160.py,submission73.py,0.519
submission160.py,submission74.py,0.541
submission160.py,submission75.py,0.53
submission160.py,submission76.py,0.536
submission160.py,submission77.py,0.551
submission160.py,submission78.py,0.539
submission160.py,submission79.py,0.544
submission160.py,submission8.py,0.477
submission160.py,submission80.py,0.565
submission160.py,submission81.py,0.534
submission160.py,submission82.py,0.536
submission160.py,submission83.py,0.541
submission160.py,submission84.py,0.528
submission160.py,submission85.py,0.547
submission160.py,submission86.py,0.529
submission160.py,submission87.py,0.695
submission160.py,submission88.py,0.44
submission160.py,submission89.py,0.485
submission160.py,submission9.py,0.596
submission160.py,submission90.py,0.448
submission160.py,submission91.py,0.514
submission160.py,submission92.py,0.552
submission160.py,submission93.py,0.553
submission160.py,submission94.py,0.482
submission160.py,submission95.py,0.448
submission160.py,submission96.py,0.546
submission160.py,submission97.py,0.0
submission160.py,submission98.py,0.55
submission160.py,submission99.py,0.595
submission161.py,submission162.py,0.766
submission161.py,submission163.py,0.726
submission161.py,submission164.py,0.725
submission161.py,submission165.py,0.725
submission161.py,submission166.py,0.726
submission161.py,submission167.py,0.685
submission161.py,submission168.py,0.684
submission161.py,submission169.py,0.685
submission161.py,submission17.py,0.632
submission161.py,submission170.py,0.683
submission161.py,submission171.py,0.688
submission161.py,submission172.py,0.685
submission161.py,submission173.py,0.684
submission161.py,submission174.py,0.686
submission161.py,submission18.py,0.621
submission161.py,submission19.py,0.638
submission161.py,submission2.py,0.294
submission161.py,submission20.py,0.639
submission161.py,submission21.py,0.644
submission161.py,submission22.py,0.653
submission161.py,submission23.py,0.626
submission161.py,submission24.py,0.649
submission161.py,submission25.py,0.679
submission161.py,submission26.py,0.594
submission161.py,submission27.py,0.602
submission161.py,submission28.py,0.626
submission161.py,submission29.py,0.625
submission161.py,submission3.py,0.303
submission161.py,submission30.py,0.636
submission161.py,submission31.py,0.571
submission161.py,submission32.py,0.571
submission161.py,submission33.py,0.608
submission161.py,submission34.py,0.599
submission161.py,submission35.py,0.601
submission161.py,submission36.py,0.56
submission161.py,submission37.py,0.601
submission161.py,submission38.py,0.555
submission161.py,submission39.py,0.601
submission161.py,submission4.py,0.298
submission161.py,submission40.py,0.589
submission161.py,submission41.py,0.614
submission161.py,submission42.py,0.609
submission161.py,submission43.py,0.552
submission161.py,submission44.py,0.601
submission161.py,submission45.py,0.615
submission161.py,submission46.py,0.639
submission161.py,submission47.py,0.644
submission161.py,submission48.py,0.637
submission161.py,submission49.py,0.638
submission161.py,submission5.py,0.294
submission161.py,submission50.py,0.608
submission161.py,submission51.py,0.606
submission161.py,submission52.py,0.621
submission161.py,submission53.py,0.755
submission161.py,submission54.py,0.656
submission161.py,submission55.py,0.61
submission161.py,submission56.py,0.617
submission161.py,submission57.py,0.717
submission161.py,submission58.py,0.617
submission161.py,submission59.py,0.651
submission161.py,submission6.py,0.423
submission161.py,submission60.py,0.629
submission161.py,submission61.py,0.611
submission161.py,submission62.py,0.62
submission161.py,submission63.py,0.613
submission161.py,submission64.py,0.675
submission161.py,submission65.py,0.628
submission161.py,submission66.py,0.636
submission161.py,submission67.py,0.757
submission161.py,submission68.py,0.749
submission161.py,submission69.py,0.716
submission161.py,submission7.py,0.411
submission161.py,submission70.py,0.607
submission161.py,submission71.py,0.781
submission161.py,submission72.py,0.657
submission161.py,submission73.py,0.74
submission161.py,submission74.py,0.774
submission161.py,submission75.py,0.659
submission161.py,submission76.py,0.672
submission161.py,submission77.py,0.76
submission161.py,submission78.py,0.754
submission161.py,submission79.py,0.638
submission161.py,submission8.py,0.473
submission161.py,submission80.py,0.671
submission161.py,submission81.py,0.77
submission161.py,submission82.py,0.475
submission161.py,submission83.py,0.486
submission161.py,submission84.py,0.475
submission161.py,submission85.py,0.478
submission161.py,submission86.py,0.471
submission161.py,submission87.py,0.509
submission161.py,submission88.py,0.401
submission161.py,submission89.py,0.581
submission161.py,submission9.py,0.476
submission161.py,submission90.py,0.544
submission161.py,submission91.py,0.577
submission161.py,submission92.py,0.69
submission161.py,submission93.py,0.691
submission161.py,submission94.py,0.582
submission161.py,submission95.py,0.545
submission161.py,submission96.py,0.589
submission161.py,submission97.py,0.0
submission161.py,submission98.py,0.577
submission161.py,submission99.py,0.617
submission162.py,submission163.py,0.82
submission162.py,submission164.py,0.817
submission162.py,submission165.py,0.817
submission162.py,submission166.py,0.797
submission162.py,submission167.py,0.756
submission162.py,submission168.py,0.755
submission162.py,submission169.py,0.756
submission162.py,submission17.py,0.73
submission162.py,submission170.py,0.762
submission162.py,submission171.py,0.757
submission162.py,submission172.py,0.758
submission162.py,submission173.py,0.757
submission162.py,submission174.py,0.759
submission162.py,submission18.py,0.708
submission162.py,submission19.py,0.728
submission162.py,submission2.py,0.341
submission162.py,submission20.py,0.716
submission162.py,submission21.py,0.723
submission162.py,submission22.py,0.737
submission162.py,submission23.py,0.698
submission162.py,submission24.py,0.738
submission162.py,submission25.py,0.77
submission162.py,submission26.py,0.679
submission162.py,submission27.py,0.685
submission162.py,submission28.py,0.71
submission162.py,submission29.py,0.709
submission162.py,submission3.py,0.352
submission162.py,submission30.py,0.726
submission162.py,submission31.py,0.664
submission162.py,submission32.py,0.664
submission162.py,submission33.py,0.69
submission162.py,submission34.py,0.663
submission162.py,submission35.py,0.69
submission162.py,submission36.py,0.649
submission162.py,submission37.py,0.691
submission162.py,submission38.py,0.627
submission162.py,submission39.py,0.69
submission162.py,submission4.py,0.322
submission162.py,submission40.py,0.621
submission162.py,submission41.py,0.653
submission162.py,submission42.py,0.643
submission162.py,submission43.py,0.584
submission162.py,submission44.py,0.634
submission162.py,submission45.py,0.701
submission162.py,submission46.py,0.739
submission162.py,submission47.py,0.731
submission162.py,submission48.py,0.738
submission162.py,submission49.py,0.732
submission162.py,submission5.py,0.341
submission162.py,submission50.py,0.653
submission162.py,submission51.py,0.683
submission162.py,submission52.py,0.69
submission162.py,submission53.py,0.814
submission162.py,submission54.py,0.708
submission162.py,submission55.py,0.701
submission162.py,submission56.py,0.705
submission162.py,submission57.py,0.81
submission162.py,submission58.py,0.709
submission162.py,submission59.py,0.752
submission162.py,submission6.py,0.481
submission162.py,submission60.py,0.723
submission162.py,submission61.py,0.683
submission162.py,submission62.py,0.7
submission162.py,submission63.py,0.684
submission162.py,submission64.py,0.747
submission162.py,submission65.py,0.711
submission162.py,submission66.py,0.72
submission162.py,submission67.py,0.818
submission162.py,submission68.py,0.814
submission162.py,submission69.py,0.767
submission162.py,submission7.py,0.468
submission162.py,submission70.py,0.671
submission162.py,submission71.py,0.842
submission162.py,submission72.py,0.702
submission162.py,submission73.py,0.804
submission162.py,submission74.py,0.838
submission162.py,submission75.py,0.717
submission162.py,submission76.py,0.728
submission162.py,submission77.py,0.834
submission162.py,submission78.py,0.82
submission162.py,submission79.py,0.707
submission162.py,submission8.py,0.527
submission162.py,submission80.py,0.737
submission162.py,submission81.py,0.826
submission162.py,submission82.py,0.556
submission162.py,submission83.py,0.558
submission162.py,submission84.py,0.538
submission162.py,submission85.py,0.549
submission162.py,submission86.py,0.509
submission162.py,submission87.py,0.585
submission162.py,submission88.py,0.452
submission162.py,submission89.py,0.629
submission162.py,submission9.py,0.529
submission162.py,submission90.py,0.585
submission162.py,submission91.py,0.622
submission162.py,submission92.py,0.796
submission162.py,submission93.py,0.796
submission162.py,submission94.py,0.628
submission162.py,submission95.py,0.582
submission162.py,submission96.py,0.66
submission162.py,submission97.py,0.0
submission162.py,submission98.py,0.655
submission162.py,submission99.py,0.721
submission163.py,submission164.py,0.81
submission163.py,submission165.py,0.811
submission163.py,submission166.py,0.747
submission163.py,submission167.py,0.749
submission163.py,submission168.py,0.748
submission163.py,submission169.py,0.749
submission163.py,submission17.py,0.718
submission163.py,submission170.py,0.749
submission163.py,submission171.py,0.75
submission163.py,submission172.py,0.751
submission163.py,submission173.py,0.75
submission163.py,submission174.py,0.753
submission163.py,submission18.py,0.702
submission163.py,submission19.py,0.72
submission163.py,submission2.py,0.338
submission163.py,submission20.py,0.712
submission163.py,submission21.py,0.719
submission163.py,submission22.py,0.728
submission163.py,submission23.py,0.695
submission163.py,submission24.py,0.73
submission163.py,submission25.py,0.764
submission163.py,submission26.py,0.67
submission163.py,submission27.py,0.68
submission163.py,submission28.py,0.707
submission163.py,submission29.py,0.706
submission163.py,submission3.py,0.36
submission163.py,submission30.py,0.709
submission163.py,submission31.py,0.65
submission163.py,submission32.py,0.65
submission163.py,submission33.py,0.679
submission163.py,submission34.py,0.654
submission163.py,submission35.py,0.674
submission163.py,submission36.py,0.635
submission163.py,submission37.py,0.675
submission163.py,submission38.py,0.613
submission163.py,submission39.py,0.674
submission163.py,submission4.py,0.319
submission163.py,submission40.py,0.562
submission163.py,submission41.py,0.596
submission163.py,submission42.py,0.582
submission163.py,submission43.py,0.535
submission163.py,submission44.py,0.574
submission163.py,submission45.py,0.688
submission163.py,submission46.py,0.726
submission163.py,submission47.py,0.717
submission163.py,submission48.py,0.724
submission163.py,submission49.py,0.718
submission163.py,submission5.py,0.338
submission163.py,submission50.py,0.638
submission163.py,submission51.py,0.67
submission163.py,submission52.py,0.675
submission163.py,submission53.py,0.79
submission163.py,submission54.py,0.692
submission163.py,submission55.py,0.673
submission163.py,submission56.py,0.678
submission163.py,submission57.py,0.764
submission163.py,submission58.py,0.681
submission163.py,submission59.py,0.727
submission163.py,submission6.py,0.482
submission163.py,submission60.py,0.696
submission163.py,submission61.py,0.674
submission163.py,submission62.py,0.69
submission163.py,submission63.py,0.674
submission163.py,submission64.py,0.737
submission163.py,submission65.py,0.701
submission163.py,submission66.py,0.71
submission163.py,submission67.py,0.794
submission163.py,submission68.py,0.806
submission163.py,submission69.py,0.752
submission163.py,submission7.py,0.468
submission163.py,submission70.py,0.655
submission163.py,submission71.py,0.813
submission163.py,submission72.py,0.688
submission163.py,submission73.py,0.777
submission163.py,submission74.py,0.806
submission163.py,submission75.py,0.695
submission163.py,submission76.py,0.702
submission163.py,submission77.py,0.806
submission163.py,submission78.py,0.795
submission163.py,submission79.py,0.689
submission163.py,submission8.py,0.522
submission163.py,submission80.py,0.712
submission163.py,submission81.py,0.794
submission163.py,submission82.py,0.546
submission163.py,submission83.py,0.544
submission163.py,submission84.py,0.528
submission163.py,submission85.py,0.54
submission163.py,submission86.py,0.499
submission163.py,submission87.py,0.571
submission163.py,submission88.py,0.446
submission163.py,submission89.py,0.618
submission163.py,submission9.py,0.524
submission163.py,submission90.py,0.574
submission163.py,submission91.py,0.609
submission163.py,submission92.py,0.785
submission163.py,submission93.py,0.784
submission163.py,submission94.py,0.619
submission163.py,submission95.py,0.573
submission163.py,submission96.py,0.65
submission163.py,submission97.py,0.0
submission163.py,submission98.py,0.639
submission163.py,submission99.py,0.705
submission164.py,submission165.py,0.809
submission164.py,submission166.py,0.747
submission164.py,submission167.py,0.749
submission164.py,submission168.py,0.749
submission164.py,submission169.py,0.749
submission164.py,submission17.py,0.717
submission164.py,submission170.py,0.749
submission164.py,submission171.py,0.752
submission164.py,submission172.py,0.751
submission164.py,submission173.py,0.75
submission164.py,submission174.py,0.752
submission164.py,submission18.py,0.7
submission164.py,submission19.py,0.719
submission164.py,submission2.py,0.339
submission164.py,submission20.py,0.71
submission164.py,submission21.py,0.717
submission164.py,submission22.py,0.727
submission164.py,submission23.py,0.694
submission164.py,submission24.py,0.731
submission164.py,submission25.py,0.765
submission164.py,submission26.py,0.671
